track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Lighters,0.676,0.695,5.930596285434995,-8.327,1.0,0.245,0.352,0.03046073657362849,0.119,0.144,90.268,4.0
Where Them Girls At (feat. Nicki Minaj & Flo Rida),0.664,0.872,3.0,-3.117,1.0,0.0396,0.0306,0.03046073657362849,0.228,0.555,129.873,4.0
The Adventures of Rain Dance Maggie,0.683,0.734,4.0,-4.523,1.0,0.029,0.00112,0.0139,0.258,0.576,106.254,4.0
I Follow Rivers - The Magician Remix,0.785,0.7,9.0,-5.81,1.0,0.0406,0.0179,0.00251,0.0823,0.296,122.031,4.0
Till the World Ends,0.693,0.705,8.0,-5.747,1.0,0.0665,0.0228,0.03046073657362849,0.202,0.45,131.951,4.0
F**kin' Perfect,0.565,0.646,7.0,-4.749,1.0,0.0335,0.0412,0.03046073657362849,0.362,0.481,91.973,4.0
Without You (feat. Usher),0.608,0.614,2.0,-3.727,1.0,0.0285,0.227,3.82e-06,0.157,0.402,127.885,4.0
Sexy And I Know It,0.707,0.861,7.0,-4.225,1.0,0.316,0.1,0.03046073657362849,0.191,0.795,130.021,4.0
The Edge Of Glory,0.581,0.772,9.0,-6.544,1.0,0.0401,0.000343,0.0191,0.11,0.361,127.952,4.0
Pretty Girl Rock,0.666,0.87,11.0,-5.004,1.0,0.246,0.203,0.03046073657362849,0.0851,0.9,160.014,4.0
Honey Bee,0.481,0.849,4.0,-5.131,1.0,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,4.0
Motivation,0.744,0.672,9.0,-5.589,1.0,0.0418,0.187,0.000123,0.105,0.266,140.889,4.0
Shake It Out,0.527,0.804,10.0,-4.168,1.0,0.0358,0.0104,0.03046073657362849,0.105,0.221,107.486,4.0
Price Tag,0.638,0.831,5.0,-3.944,1.0,0.182,0.0281,3.06e-06,0.277,0.685,175.038,4.0
Just A Kiss,0.593,0.639,1.0,-5.826,1.0,0.0307,0.446,0.03046073657362849,0.0998,0.332,142.881,4.0
I Won't Let You Go,0.537,0.611,5.930596285434995,-6.427,1.0,0.0304,0.229,0.03046073657362849,0.146,0.161,105.955,4.0
Don't Wanna Go Home,0.671,0.808,2.0,-4.861,1.0,0.0652,0.02,0.03046073657362849,0.134,0.637,121.956,4.0
Changed the Way You Kiss Me - Radio Edit,0.578,0.857,4.0,-3.78,1.0,0.041,0.00548,0.00162,0.0948,0.188,126.979,4.0
Roll Up,0.523,0.805,3.0,-5.473,1.0,0.192,0.0524,0.03046073657362849,0.0914,0.602,125.358,5.0
Bounce (feat. Kelis) - Radio Edit,0.779,0.963,2.0,-2.125,1.0,0.0399,0.0334,0.493,0.664,0.759,127.941,4.0
Blind Faith,0.45,0.846,9.0,-4.712,1.0,0.0472,0.00523,0.03046073657362849,0.228,0.402,140.042,4.0
Mr. Saxobeat - Radio Edit,0.732,0.925,11.0,-4.165,1.0,0.051,0.0276,0.000238,0.14,0.782,127.012,4.0
Heart Skips a Beat (feat. Rizzle Kicks),0.843,0.881,9.0,-3.951,1.0,0.0581,0.14,0.03046073657362849,0.0765,0.876,110.621,4.0
Earthquake (feat. Tinie Tempah),0.54,0.856,5.930596285434995,-3.966,1.0,0.1,0.109,0.03046073657362849,0.276,0.258,153.071,4.0
Wherever You Will Go,0.597,0.115,9.0,-9.217,1.0,0.0334,0.82,0.000215,0.111,0.128,111.202,4.0
Down With The Trumpets,0.753,0.88,4.0,-4.689,1.0,0.0806,0.087,0.03046073657362849,0.24,0.794,115.057,4.0
Holocene,0.374,0.304,1.0,-14.52,1.0,0.0302,0.943,0.298,0.126,0.147,147.969,4.0
Who's That Chick? (feat. Rihanna),0.675,0.601,11.0,-4.733,1.0,0.116,0.00372,0.03046073657362849,0.0458,0.931,127.938,4.0
L.I.F.E.G.O.E.S.O.N.,0.603,0.745,4.0,-5.79,1.0,0.0368,0.207,0.03046073657362849,0.348,0.606,81.981,4.0
Beautiful People,0.415,0.775,5.0,-6.366,1.0,0.161,0.0658,0.00431,0.0843,0.536,127.898,4.0
Champion (feat. Chris Brown),0.415,0.934,6.0,-2.914,1.0,0.24,0.078,0.03046073657362849,0.145,0.52,190.151,4.0
Do It Like A Dude,0.663,0.844,2.0,-3.672,1.0,0.0487,0.0506,0.03046073657362849,0.364,0.378,140.041,4.0
Buzzin Remix,0.687,0.939,10.0,-4.372,1.0,0.146,0.0887,0.03046073657362849,0.283,0.539,104.029,4.0
Higher,0.674,0.916,8.0,-5.015,1.0,0.0776,0.00448,7.05e-05,0.128,0.702,128.025,4.0
Loca People - Radio Edit,0.926,0.808,11.0,-3.148,1.0,0.0599,0.000915,0.00327,0.0515,0.701,127.998,4.0
Louder (feat. Sian Evans),0.394,0.932,6.0,-1.089,1.0,0.0475,0.0175,0.0102,0.354,0.475,140.041,4.0
Locked out of Heaven,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.03046073657362849,0.309,0.867,143.994,4.0
Call Me Maybe,0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4.0
We Are Young (feat. Janelle MonÃ¡e),0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4.0
Diamonds,0.564,0.71,11.0,-4.92,1.0,0.0461,0.00125,0.03046073657362849,0.109,0.393,91.972,4.0
What Makes You Beautiful,0.726,0.787,4.0,-2.494,1.0,0.0737,0.009,0.03046073657362849,0.0596,0.888,124.99,4.0
Paradise,0.449,0.585,5.0,-6.761,1.0,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,4.0
Don't You Worry Child - Radio Edit,0.612,0.84,11.0,-3.145,1.0,0.0509,0.112,0.03046073657362849,0.116,0.438,129.042,4.0
Feel So Close - Radio Edit,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,4.0
Skyfall,0.346,0.552,5.930596285434995,-6.864,1.0,0.0282,0.417,0.03046073657362849,0.114,0.0789,75.881,4.0
A Thousand Years,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,3.0
Levels - Radio Edit,0.584,0.889,1.0,-5.941,1.0,0.0343,0.0462,0.828,0.309,0.464,126.04,4.0
Everybody Talks,0.471,0.924,8.0,-3.906,1.0,0.0586,0.00301,0.03046073657362849,0.313,0.725,154.961,4.0
I Knew You Were Trouble.,0.622,0.469,3.0,-6.798,1.0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,4.0
We Found Love,0.735,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.985,4.0
Drive By,0.765,0.837,1.0,-3.113,1.0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,4.0
Wild Ones (feat. Sia),0.608,0.86,5.0,-5.324,1.0,0.0554,0.0991,0.03046073657362849,0.262,0.437,127.075,4.0
Try,0.674,0.628,2.0,-7.079,1.0,0.03,0.00144,0.03046073657362849,0.0944,0.552,103.998,4.0
Die Young,0.711,0.7,1.0,-4.805,1.0,0.046,0.00498,0.000125,0.215,0.801,128.001,4.0
Girl on Fire,0.482,0.706,9.0,-5.762,1.0,0.0607,0.135,0.00106,0.105,0.144,92.513,4.0
Good Time,0.56,0.872,3.0,-4.269,1.0,0.14,0.0239,6.98e-06,0.371,0.682,126.05,4.0
Impossible,0.376,0.695,5.930596285434995,-4.782,1.0,0.0933,0.135,0.03046073657362849,0.11,0.302,169.533,4.0
Ho Hey,0.685,0.466,5.930596285434995,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,4.0
"Young, Wild & Free (feat. Bruno Mars)",0.715,0.655,5.930596285434995,-6.425,1.0,0.137,0.0525,0.03046073657362849,0.115,0.531,95.078,4.0
Take Care,0.629,0.515,5.930596285434995,-10.358,1.0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,4.0
International Love (feat. Chris Brown),0.67,0.855,5.930596285434995,-3.035,1.0,0.0499,0.0124,0.03046073657362849,0.335,0.648,120.05,4.0
Good Feeling,0.706,0.89,1.0,-4.444,1.0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4.0
We Are Never Ever Getting Back Together,0.628,0.676,7.0,-5.911,1.0,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,4.0
Ni**as In Paris,0.789,0.858,1.0,-5.542,1.0,0.311,0.127,0.03046073657362849,0.349,0.775,140.022,4.0
Somebody That I Used To Know,0.864,0.495,5.930596285434995,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,4.0
The Motto,0.766,0.442,1.0,-8.558,1.0,0.356,0.000107,6.12e-05,0.111,0.39,201.8,4.0
Starships,0.747,0.716,11.0,-2.457,1.0,0.075,0.135,0.03046073657362849,0.251,0.751,125.008,4.0
BURN IT DOWN,0.585,0.972,9.0,-4.45,1.0,0.0534,0.0143,0.03046073657362849,0.0707,0.585,110.006,4.0
Troublemaker (feat. Flo Rida),0.762,0.863,5.930596285434995,-3.689,1.0,0.0561,0.015,0.03046073657362849,0.125,0.965,106.012,4.0
Part Of Me,0.678,0.918,5.0,-4.63,1.0,0.0355,0.000417,0.03046073657362849,0.0744,0.769,130.028,4.0
Gangnam Style (ê°•ë‚¨ìŠ¤íƒ€ì¼),0.727,0.937,11.0,-2.871,1.0,0.286,0.00417,0.03046073657362849,0.091,0.749,132.067,4.0
Little Things,0.709,0.22,7.0,-11.856,1.0,0.0327,0.811,0.03046073657362849,0.175,0.53,110.076,4.0
"Gone, Gone, Gone",0.664,0.642,6.0,-5.961,1.0,0.038,0.129,0.03046073657362849,0.114,0.501,118.002,4.0
Primadonna,0.66,0.689,4.0,-2.671,1.0,0.0337,0.0884,0.03046073657362849,0.0922,0.427,127.98,4.0
Breezeblocks,0.615,0.658,5.0,-7.299,1.0,0.0343,0.096,0.000911,0.205,0.293,150.093,4.0
Where Have You Been,0.719,0.847,5.930596285434995,-6.34,1.0,0.0916,0.00201,0.0204,0.223,0.444,127.963,4.0
Live While We're Young,0.663,0.857,2.0,-2.16,1.0,0.0544,0.0542,0.03046073657362849,0.144,0.931,126.039,4.0
Mercy,0.563,0.496,6.0,-9.381,1.0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,4.0
The One That Got Away,0.687,0.792,1.0,-4.023,1.0,0.0353,0.000802,0.03046073657362849,0.2,0.864,133.962,4.0
I Won't Give Up,0.483,0.303,4.0,-10.058,1.0,0.0429,0.694,0.03046073657362849,0.115,0.139,133.406,3.0
Payphone,0.739,0.756,4.0,-4.828,1.0,0.0394,0.0136,0.03046073657362849,0.37,0.523,110.028,4.0
Latch,0.729,0.735,1.0,-5.455,1.0,0.0919,0.0178,0.000193,0.089,0.544,121.986,4.0
Home,0.606,0.826,5.930596285434995,-6.04,1.0,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,4.0
I Love It (feat. Charli XCX),0.711,0.906,8.0,-2.671,1.0,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,4.0
Give Your Heart a Break,0.651,0.695,6.0,-3.218,1.0,0.0487,0.23,0.03046073657362849,0.144,0.569,123.008,4.0
Bangarang (feat. Sirah),0.716,0.972,7.0,-2.302,1.0,0.196,0.0145,3.22e-05,0.317,0.576,110.026,4.0
Titanium (feat. Sia),0.604,0.788,5.930596285434995,-3.673,1.0,0.103,0.0678,0.153,0.127,0.301,126.06,4.0
Princess of China,0.42,0.69,9.0,-6.221,1.0,0.0347,0.00385,0.015,0.287,0.237,85.014,4.0
How to Be a Heartbreaker,0.69,0.897,11.0,-4.696,1.0,0.0506,0.0142,0.03046073657362849,0.108,0.849,140.05,4.0
On Top Of The World,0.635,0.926,5.930596285434995,-5.589,1.0,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,4.0
Some Nights,0.672,0.738,5.930596285434995,-7.045,1.0,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,4.0
Dirty Paws,0.359,0.649,3.0,-7.06,1.0,0.0349,0.107,0.0124,0.0555,0.133,111.709,4.0
Swimming Pools (Drank) - Extended Version,0.716,0.485,1.0,-7.745,1.0,0.404,0.123,2.69e-05,0.604,0.26,74.132,4.0
It Will Rain,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.03046073657362849,0.082,0.476,150.017,4.0
Video Games,0.39,0.252,6.0,-9.666,1.0,0.0298,0.808,0.03046073657362849,0.0887,0.181,122.053,4.0
Adorn,0.625,0.576,11.0,-5.693,1.0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,4.0
Candy,0.715,0.791,10.0,-6.63,1.0,0.0414,0.0368,0.03046073657362849,0.0694,0.879,116.043,4.0
Beneath Your Beautiful (feat. Emeli SandÃ©),0.561,0.522,2.0,-5.857,1.0,0.0318,0.227,0.03046073657362849,0.104,0.238,83.962,4.0
Let Me Love You (Until You Learn To Love Yourself),0.658,0.677,5.0,-6.628,1.0,0.0393,0.248,0.03046073657362849,0.368,0.248,124.91,4.0
One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,0.826,0.668,3.0,-6.329,1.0,0.0571,0.223,6.92e-05,0.167,0.534,118.99,4.0
Wide Awake,0.514,0.683,5.0,-5.099,1.0,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,4.0
Chasing The Sun,0.637,0.732,7.0,-6.209,1.0,0.0965,0.244,0.03046073657362849,0.498,0.68,128.108,4.0
m.A.A.d city,0.487,0.729,2.0,-6.815,1.0,0.271,0.0538,4.07e-06,0.44,0.217,91.048,4.0
Million Voices - Radio Edit,0.582,0.894,8.0,-6.298,1.0,0.041,0.0022,0.0223,0.0664,0.0694,125.946,4.0
Madness,0.502,0.417,10.0,-7.665,1.0,0.0718,0.127,0.00419,0.106,0.218,180.301,4.0
Born To Die,0.393,0.634,4.0,-6.629,1.0,0.0378,0.2,0.000166,0.198,0.395,85.767,4.0
50 Ways to Say Goodbye,0.591,0.935,6.0,-2.664,1.0,0.0478,0.000284,0.000278,0.142,0.736,140.043,4.0
As Long As You Love Me,0.571,0.873,5.930596285434995,-3.382,1.0,0.1,0.0811,0.03046073657362849,0.361,0.613,139.691,4.0
Battle Scars (with Guy Sebastian),0.517,0.811,5.0,-4.526,1.0,0.286,0.186,0.03046073657362849,0.105,0.494,168.269,4.0
Dance Again (feat. Pitbull),0.792,0.856,11.0,-5.236,1.0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,4.0
Stronger (What Doesn't Kill You),0.562,0.939,5.930596285434995,-4.282,1.0,0.0475,0.046,0.03046073657362849,0.112,0.684,116.044,4.0
Rumour Has It,0.612,0.749,5.930596285434995,-5.014,1.0,0.0446,0.615,0.03046073657362849,0.167,0.574,120.052,4.0
Take a Walk,0.566,0.755,11.0,-5.526,1.0,0.0368,0.0338,0.03046073657362849,0.315,0.445,101.006,4.0
Ai Se Eu Te Pego - Ao Vivo,0.645,0.854,6.0,-5.394,1.0,0.0673,0.0251,0.03046073657362849,0.161,0.829,96.087,4.0
Scream,0.616,0.862,7.0,-5.18,1.0,0.0973,0.00117,0.03046073657362849,0.179,0.569,127.992,4.0
Oblivion,0.697,0.529,2.0,-8.838,1.0,0.0338,0.115,0.896,0.0895,0.486,155.974,4.0
Blow Me (One Last Kiss),0.597,0.919,7.0,-2.954,1.0,0.0439,0.000145,0.03046073657362849,0.282,0.729,113.991,4.0
It's Time,0.656,0.884,2.0,-4.748,1.0,0.0372,0.0162,0.03046073657362849,0.145,0.86,105.009,4.0
Domino,0.757,0.547,7.0,-4.573,1.0,0.0355,0.0115,0.03046073657362849,0.0445,0.793,126.977,4.0
Let's Go (feat. Ne-Yo),0.71,0.882,4.0,-2.932,1.0,0.0595,0.00777,0.00771,0.294,0.875,128.016,4.0
Lights - Single Version,0.682,0.795,8.0,-6.17,1.0,0.0367,0.0297,0.0391,0.131,0.78,120.008,4.0
Wings,0.742,0.878,9.0,-3.127,1.0,0.128,0.000758,8.88e-05,0.286,0.564,114.965,4.0
212,0.846,0.772,11.0,-5.735,1.0,0.259,0.0123,0.000106,0.0769,0.622,125.998,4.0
Not Over You,0.63,0.894,10.0,-4.592,1.0,0.0544,0.255,0.03046073657362849,0.181,0.364,142.051,4.0
Silhouettes - Original Radio Edit,0.605,0.8,5.0,-6.235,1.0,0.0545,0.155,0.0562,0.121,0.836,128.074,4.0
Sexy And I Know It,0.707,0.861,7.0,-4.225,1.0,0.316,0.1,0.03046073657362849,0.191,0.795,130.021,4.0
Ride,0.373,0.686,5.930596285434995,-5.52,1.0,0.034,0.128,1.96e-06,0.383,0.189,93.763,4.0
Hands on the Wheel (feat. Asap Rocky),0.646,0.784,1.0,-7.471,1.0,0.108,0.0166,0.03046073657362849,0.0721,0.179,127.839,4.0
We'll Be Coming Back (feat. Example),0.596,0.952,7.0,-4.364,1.0,0.0873,0.00131,0.03046073657362849,0.598,0.571,127.945,4.0
So Good,0.66,0.9,7.0,-5.02,1.0,0.14,0.0403,0.03046073657362849,0.219,0.591,85.51,4.0
Pound The Alarm,0.728,0.858,9.0,-3.686,1.0,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,4.0
Turn Up the Music,0.594,0.841,1.0,-5.792,1.0,0.102,0.000238,2.22e-06,0.156,0.643,129.925,4.0
Angels,0.424,0.157,9.0,-18.141,1.0,0.0428,0.95,0.0593,0.101,0.342,91.537,4.0
Blown Away,0.531,0.843,9.0,-2.569,1.0,0.0429,0.0909,0.03046073657362849,0.0283,0.392,136.991,4.0
Boyfriend,0.717,0.55,10.0,-6.019,1.0,0.0519,0.0358,0.00198,0.126,0.331,96.979,4.0
Anna Sun,0.472,0.844,10.0,-6.578,1.0,0.054,0.00173,0.03046073657362849,0.24,0.34,140.034,4.0
Mirrors,0.574,0.512,5.0,-6.664,1.0,0.0503,0.234,0.03046073657362849,0.0946,0.512,76.899,4.0
Blurred Lines,0.861,0.504,7.0,-7.707,1.0,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0,4.0
Royals,0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.03046073657362849,0.132,0.337,84.878,4.0
Sweater Weather,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.0
Another Love,0.445,0.537,4.0,-8.532,1.0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4.0
Locked out of Heaven,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.03046073657362849,0.309,0.867,143.994,4.0
Wake Me Up,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,4.0
Do I Wanna Know?,0.548,0.532,5.0,-7.596,1.0,0.0323,0.186,0.000263,0.217,0.405,85.03,4.0
Safe And Sound,0.655,0.819,5.930596285434995,-4.852,1.0,0.0316,0.000176,0.00374,0.104,0.766,117.956,5.0
Radioactive,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,4.0
When I Was Your Man,0.612,0.28,5.930596285434995,-8.648,1.0,0.0434,0.932,0.03046073657362849,0.088,0.387,72.795,4.0
Love Me,0.669,0.634,11.0,-6.476,1.0,0.0327,0.0125,0.03046073657362849,0.0946,0.496,124.906,4.0
Just Give Me a Reason (feat. Nate Ruess),0.778,0.547,2.0,-7.273,1.0,0.0489,0.346,0.000302,0.132,0.441,95.002,4.0
Still into You,0.602,0.923,5.0,-3.763,1.0,0.044,0.0098,0.03046073657362849,0.0561,0.765,136.01,4.0
Can't Hold Us (feat. Ray Dalton),0.641,0.922,2.0,-4.457,1.0,0.0786,0.0291,0.03046073657362849,0.0862,0.847,146.078,4.0
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],0.794,0.811,6.0,-8.966,1.0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4.0
Why'd You Only Call Me When You're High?,0.691,0.631,2.0,-6.478,1.0,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4.0
A Thousand Years,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,3.0
Beauty And A Beat,0.602,0.843,5.930596285434995,-4.831,1.0,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,4.0
Wrecking Ball,0.53,0.422,5.0,-6.262,1.0,0.0342,0.407,0.03046073657362849,0.107,0.349,119.964,4.0
Treasure,0.874,0.692,5.0,-5.28,1.0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,4.0
All I Want,0.188,0.411,5.930596285434995,-9.733,1.0,0.0484,0.174,0.153,0.0843,0.159,187.376,3.0
Little Talks,0.457,0.757,1.0,-5.177,1.0,0.032,0.0206,0.03046073657362849,0.146,0.417,102.961,4.0
Thrift Shop (feat. Wanz),0.781,0.526,6.0,-6.986,1.0,0.293,0.0633,0.03046073657362849,0.0457,0.665,94.993,4.0
I Knew You Were Trouble.,0.622,0.469,3.0,-6.798,1.0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,4.0
3005,0.664,0.447,6.0,-7.272,1.0,0.289,0.112,0.03046073657362849,0.091,0.659,83.138,4.0
We Can't Stop,0.613,0.622,1.0,-5.794,1.0,0.0334,0.00882,0.03046073657362849,0.37,0.484,80.003,4.0
Try,0.674,0.628,2.0,-7.079,1.0,0.03,0.00144,0.03046073657362849,0.0944,0.552,103.998,4.0
Heart Attack,0.504,0.785,8.0,-4.802,1.0,0.104,0.0738,0.03046073657362849,0.239,0.502,173.968,4.0
The Monster,0.781,0.853,1.0,-3.68,1.0,0.0715,0.0525,0.03046073657362849,0.12,0.624,110.049,4.0
Feel This Moment (feat. Christina Aguilera),0.673,0.758,7.0,-3.632,1.0,0.158,0.039,0.03046073657362849,0.341,0.542,135.956,4.0
Scream & Shout,0.772,0.685,5.0,-6.849,1.0,0.0696,0.019,8.96e-05,0.131,0.501,130.033,4.0
Team,0.69,0.578,6.0,-7.436,1.0,0.0929,0.167,0.03046073657362849,0.305,0.416,99.961,4.0
Unconditionally,0.432,0.725,7.0,-4.862,1.0,0.0431,0.00273,0.03046073657362849,0.208,0.353,128.902,4.0
Power Trip (feat. Miguel),0.667,0.608,1.0,-7.054,1.0,0.216,0.324,0.000198,0.426,0.475,99.992,4.0
Ho Hey,0.685,0.466,5.930596285434995,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,4.0
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",0.853,0.693,1.0,-6.87,1.0,0.275,0.0239,0.03046073657362849,0.11,0.662,95.967,4.0
Pompeii,0.679,0.715,9.0,-6.383,1.0,0.0407,0.0755,0.03046073657362849,0.271,0.571,127.435,4.0
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,0.572,0.81,1.0,-5.791,1.0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,4.0
Let Her Go,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.03046073657362849,0.0963,0.243,74.897,4.0
Clarity,0.509,0.781,8.0,-3.48,1.0,0.072,0.0398,0.03046073657362849,0.0749,0.176,128.0,4.0
My Songs Know What You Did In The Dark (Light Em Up),0.558,0.924,9.0,-4.341,1.0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,4.0
Black Skinhead,0.766,0.809,1.0,-6.123,1.0,0.279,0.0011,0.03046073657362849,0.168,0.325,130.127,4.0
Demons,0.505,0.71,3.0,-3.015,1.0,0.0321,0.19,0.00025,0.329,0.428,89.938,4.0
Ain't It Fun,0.61,0.893,9.0,-3.681,1.0,0.0921,0.154,4.41e-05,0.021,0.673,104.031,4.0
Sail,0.826,0.436,1.0,-9.583,1.0,0.0558,0.441,0.615,0.0964,0.272,119.051,4.0
Sweet Nothing (feat. Florence Welch),0.573,0.929,8.0,-3.942,1.0,0.109,0.197,0.000112,0.0567,0.582,127.934,4.0
Burn,0.555,0.772,1.0,-5.007,1.0,0.0523,0.315,0.03046073657362849,0.105,0.346,86.921,4.0
"Hold On, We're Going Home",0.777,0.414,6.0,-7.44,1.0,0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,4.0
Roar,0.554,0.772,7.0,-4.821,1.0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,4.0
Stay,0.621,0.31,9.0,-10.164,1.0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,4.0
Come & Get It,0.546,0.787,7.0,-4.1,1.0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,4.0
Latch,0.729,0.735,1.0,-5.455,1.0,0.0919,0.0178,0.000193,0.089,0.544,121.986,4.0
This Is What It Feels Like,0.551,0.833,8.0,-5.217,1.0,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,5.0
Home,0.606,0.826,5.930596285434995,-6.04,1.0,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,4.0
I Love It (feat. Charli XCX),0.711,0.906,8.0,-2.671,1.0,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,4.0
I Need Your Love (feat. Ellie Goulding),0.695,0.869,8.0,-5.066,1.0,0.0483,0.41,0.03046073657362849,0.237,0.58,124.989,4.0
Ready or Not,0.715,0.872,2.0,-3.835,1.0,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,4.0
22,0.661,0.729,7.0,-6.561,1.0,0.0376,0.00215,0.0013,0.0477,0.668,103.987,4.0
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,0.509,0.79,6.0,-3.782,1.0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,4.0
We Own It (Fast & Furious),0.563,0.902,1.0,-4.586,1.0,0.402,0.0545,0.03046073657362849,0.0524,0.559,171.999,4.0
I Will Wait,0.478,0.758,1.0,-5.4,1.0,0.0331,0.00974,0.00717,0.312,0.452,131.109,4.0
Work Bitch,0.629,0.824,9.0,-6.53,1.0,0.159,0.155,0.000628,0.0651,0.852,128.01,4.0
True Love (feat. Lily Allen),0.457,0.823,9.0,-4.76,1.0,0.311,0.00144,0.03046073657362849,0.108,0.578,192.205,4.0
Lose Yourself to Dance (feat. Pharrell Williams),0.832,0.659,10.0,-7.828,1.0,0.057,0.0839,0.00114,0.0753,0.674,100.163,4.0
Started From the Bottom,0.793,0.524,8.0,-7.827,1.0,0.156,0.0319,0.03046073657362849,0.156,0.579,86.325,4.0
Here's to Never Growing Up,0.482,0.873,5.930596285434995,-3.145,1.0,0.0853,0.0111,0.03046073657362849,0.409,0.737,165.084,4.0
The Way,0.645,0.878,5.0,-3.208,1.0,0.113,0.294,0.03046073657362849,0.076,0.862,82.324,4.0
It's a Beautiful Day,0.532,0.795,1.0,-3.979,1.0,0.0358,0.0559,0.03046073657362849,0.295,0.78,143.837,4.0
Thinking About You (feat. Ayah Marar),0.725,0.874,5.930596285434995,-3.715,1.0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,4.0
Reload - Radio Edit,0.485,0.724,9.0,-4.633,1.0,0.0521,0.0736,0.03046073657362849,0.0631,0.433,128.045,4.0
High Hopes,0.488,0.487,4.0,-6.371,1.0,0.0305,0.577,0.03046073657362849,0.193,0.219,77.278,4.0
Don't Stop the Party (feat. TJR),0.722,0.958,4.0,-3.617,1.0,0.0912,0.00726,0.03046073657362849,0.375,0.952,127.008,4.0
#thatPOWER,0.797,0.608,6.0,-6.096,1.0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,4.0
Love Me Again,0.495,0.894,2.0,-4.814,1.0,0.0441,0.00453,0.000596,0.103,0.213,126.03,4.0
Body Party,0.577,0.576,2.0,-6.299,1.0,0.0563,0.0143,0.03046073657362849,0.602,0.12,133.973,4.0
Talk Dirty (feat. 2 Chainz),0.76,0.652,6.0,-7.321,1.0,0.232,0.0348,0.03046073657362849,0.307,0.759,100.315,4.0
I Cry,0.693,0.822,4.0,-5.441,1.0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,4.0
