track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Breakaway,0.446,0.701,9.0,-4.179,1.0,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958,3.0
Let Me Hold You (feat. Omarion),0.815,0.662,6.0,-8.244,1.0,0.199,0.0915,0.000409,0.0898,0.611,151.518,4.0
We Be Burnin',0.95,0.803,1.0,-4.195,1.0,0.151,0.145,0.03046073657362849,0.0748,0.86,117.0,4.0
One Wish,0.529,0.651,5.0,-7.061,1.0,0.282,0.281,0.03046073657362849,0.339,0.592,127.03,4.0
Scars,0.455,0.929,11.0,-3.295,1.0,0.0494,0.0875,0.03046073657362849,0.226,0.484,89.782,4.0
Stickwitu,0.655,0.54,9.0,-6.482,1.0,0.0516,0.268,0.03046073657362849,0.068,0.43,79.983,4.0
Over And Over,0.644,0.517,7.0,-10.02,1.0,0.0803,0.0065,1.37e-06,0.158,0.464,169.799,4.0
You Raise Me Up,0.23,0.357,10.0,-6.596,1.0,0.0315,0.63,0.03046073657362849,0.0886,0.174,114.229,4.0
Home,0.608,0.37,7.0,-9.207,1.0,0.0306,0.844,1.87e-05,0.112,0.349,127.631,4.0
Behind These Hazel Eyes,0.548,0.889,9.0,-4.682,1.0,0.0382,0.00165,0.00109,0.197,0.425,90.048,4.0
Diamonds From Sierra Leone - Remix,0.672,0.814,7.0,-3.768,1.0,0.27,0.258,0.03046073657362849,0.164,0.379,97.043,4.0
TRUE,0.598,0.4,6.0,-10.054,1.0,0.0241,0.459,0.03046073657362849,0.151,0.369,96.938,4.0
Just the Girl,0.571,0.89,9.0,-1.6,1.0,0.0395,0.00509,0.03046073657362849,0.0769,0.751,110.958,4.0
Cater 2 U,0.605,0.584,11.0,-7.043,1.0,0.197,0.286,0.03046073657362849,0.235,0.464,125.802,4.0
Get Back,0.555,0.639,1.0,-5.16,1.0,0.263,0.0594,0.03046073657362849,0.118,0.184,171.609,4.0
Your Body,0.838,0.594,4.0,-5.695,1.0,0.113,0.176,0.03046073657362849,0.0867,0.507,90.038,4.0
Nine Million Bicycles,0.534,0.247,5.930596285434995,-15.636,1.0,0.0322,0.516,0.00859,0.122,0.344,82.168,4.0
Tripping,0.666,0.922,2.0,-4.458,1.0,0.0429,0.0381,0.000191,0.0633,0.828,118.014,4.0
Girl,0.567,0.747,6.0,-6.019,1.0,0.105,0.31,0.03046073657362849,0.04,0.556,89.036,4.0
In the Morning,0.644,0.777,6.0,-6.165,1.0,0.0284,0.0252,0.03046073657362849,0.0554,0.966,126.257,4.0
Lonely No More,0.551,0.896,9.0,-3.152,1.0,0.109,0.033,0.03046073657362849,0.0899,0.858,171.79,4.0
Don't Forget About Us - Radio Edit,0.699,0.543,10.0,-6.859,1.0,0.0383,0.0457,0.03046073657362849,0.1,0.431,143.635,4.0
Don't Love You No More (I'm Sorry),0.636,0.558,7.0,-7.076,1.0,0.0245,0.462,0.03046073657362849,0.062,0.572,100.113,4.0
Wait (The Whisper Song),0.933,0.513,7.0,-13.203,1.0,0.347,0.00112,0.00248,0.107,0.595,102.017,4.0
All About You,0.542,0.559,1.0,-5.313,1.0,0.0258,0.197,0.03046073657362849,0.0989,0.295,129.898,4.0
Get Right,0.741,0.759,5.930596285434995,-5.096,1.0,0.12,0.0218,0.03046073657362849,0.628,0.362,97.084,4.0
Cool,0.709,0.721,2.0,-3.52,1.0,0.0281,0.0322,0.000309,0.355,0.801,112.019,4.0
Outta Control - Remix,0.77,0.587,8.0,-5.99,1.0,0.265,0.0268,0.03046073657362849,0.0621,0.574,92.009,4.0
"Baby, I'm Back",0.901,0.392,9.0,-4.414,1.0,0.105,0.0525,0.03046073657362849,0.102,0.761,100.014,4.0
Sometimes You Can't Make It On Your Own,0.53,0.597,2.0,-5.652,1.0,0.0247,0.00275,0.473,0.105,0.346,96.0,4.0
Bananza (Belly Dancer),0.875,0.69,10.0,-5.905,1.0,0.13,0.0362,3.81e-06,0.729,0.668,104.844,4.0
Don't Phunk With My Heart,0.689,0.929,5.0,-2.76,1.0,0.0608,0.00933,0.03046073657362849,0.548,0.609,130.899,4.0
Ass Like That,0.646,0.796,2.0,-6.152,1.0,0.366,0.409,0.03046073657362849,0.107,0.676,83.093,4.0
I Like The Way - Radio Edit,0.642,0.851,6.0,-3.638,1.0,0.0431,0.0248,0.0146,0.084,0.777,127.988,4.0
It's Like That,0.8,0.633,8.0,-4.875,1.0,0.0514,0.0901,0.03046073657362849,0.0315,0.836,95.953,4.0
Some Cut,0.9,0.515,1.0,-6.626,1.0,0.372,0.00341,0.03046073657362849,0.111,0.659,84.995,4.0
Let Me Go,0.478,0.863,1.0,-4.914,1.0,0.0387,0.0181,0.03046073657362849,0.111,0.491,92.004,4.0
Hips Don't Lie (feat. Wyclef Jean),0.778,0.824,10.0,-5.892,1.0,0.0707,0.284,0.03046073657362849,0.405,0.758,100.024,4.0
Temperature,0.951,0.6,5.930596285434995,-4.675,1.0,0.0685,0.106,0.03046073657362849,0.0712,0.822,125.04,4.0
Promiscuous,0.808,0.97,10.0,-6.098,1.0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,4.0
SexyBack (feat. Timbaland),0.967,0.583,7.0,-5.562,1.0,0.0789,0.0584,0.03046073657362849,0.0519,0.964,117.0,4.0
Irreplaceable,0.447,0.694,7.0,-4.637,1.0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,4.0
Chasing Cars,0.56,0.595,9.0,-4.53,1.0,0.0274,0.199,6.47e-05,0.132,0.144,104.011,4.0
Crazy,0.835,0.741,8.0,-1.609,1.0,0.0339,0.0172,0.0577,0.0826,0.612,111.963,4.0
Love,0.688,0.519,5.0,-4.285,1.0,0.0283,0.064,0.03046073657362849,0.1,0.318,116.714,4.0
How to Save a Life,0.64,0.743,10.0,-4.08,1.0,0.0379,0.269,0.03046073657362849,0.101,0.361,122.035,4.0
Put Your Records On,0.739,0.511,9.0,-7.844,1.0,0.0362,0.167,1.34e-06,0.133,0.542,96.038,4.0
So Sick,0.452,0.574,6.0,-8.336,1.0,0.31,0.246,0.03046073657362849,0.189,0.58,92.791,4.0
Maneater,0.796,0.777,6.0,-4.81,1.0,0.0397,0.0261,0.000358,0.121,0.787,132.722,4.0
Unwritten,0.706,0.8,5.0,-6.333,1.0,0.0399,0.00584,0.03046073657362849,0.0822,0.629,100.011,4.0
Supermassive Black Hole,0.668,0.921,7.0,-3.727,1.0,0.0439,0.0492,0.00517,0.0877,0.782,120.0,4.0
Dani California,0.556,0.913,5.930596285434995,-2.36,1.0,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,4.0
When You Were Young,0.467,0.988,11.0,-3.313,1.0,0.112,0.000152,0.0484,0.28,0.321,130.433,4.0
"Dance, Dance",0.622,0.961,11.0,-3.198,1.0,0.154,0.00523,0.03046073657362849,0.0854,0.449,114.452,4.0
Me & U,0.803,0.454,8.0,-4.802,1.0,0.0294,0.352,0.03046073657362849,0.0655,0.739,99.99,4.0
Who Knew,0.688,0.734,9.0,-4.569,1.0,0.0274,0.00462,0.03046073657362849,0.0756,0.46,140.004,4.0
Life is a Highway,0.582,0.952,5.0,-3.848,1.0,0.0731,0.00324,0.03046073657362849,0.223,0.655,103.027,4.0
Waiting On the World to Change,0.578,0.756,2.0,-5.82,1.0,0.115,0.157,0.000232,0.249,0.663,176.739,4.0
Shake That,0.963,0.643,1.0,-5.785,1.0,0.117,0.0507,4.94e-05,0.157,0.534,107.005,4.0
My Love (feat. T.I.),0.771,0.68,11.0,-5.881,1.0,0.224,0.277,1.18e-05,0.682,0.808,119.952,4.0
When The Sun Goes Down,0.348,0.875,11.0,-4.758,1.0,0.199,0.0341,0.03046073657362849,0.117,0.407,169.152,4.0
Rehab,0.407,0.558,5.930596285434995,-13.609,1.0,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,4.0
Far Away,0.518,0.797,6.0,-5.153,1.0,0.0309,0.000681,0.03046073657362849,0.107,0.293,132.918,4.0
Touch The Sky,0.552,0.846,9.0,-4.912,1.0,0.342,0.0114,0.03046073657362849,0.309,0.554,98.56,1.0
I Write Sins Not Tragedies,0.569,0.83,9.0,-4.106,1.0,0.14,0.0807,0.03046073657362849,0.114,0.609,170.094,4.0
Yo (Excuse Me Miss),0.536,0.612,4.0,-5.847,1.0,0.272,0.119,0.03046073657362849,0.209,0.57,86.768,4.0
Laffy Taffy,0.891,0.439,7.0,-7.994,1.0,0.428,0.0351,0.03046073657362849,0.0932,0.622,77.499,4.0
Everytime We Touch,0.633,0.976,8.0,-5.362,1.0,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,4.0
Too Little Too Late,0.421,0.799,6.0,-5.183,1.0,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408,4.0
Unfaithful,0.588,0.391,5.930596285434995,-8.607,1.0,0.0334,0.839,0.03046073657362849,0.227,0.349,144.069,4.0
Savin' Me,0.441,0.815,3.0,-4.088,1.0,0.0276,0.000731,0.03046073657362849,0.414,0.522,164.007,4.0
Over My Head (Cable Car),0.592,0.729,8.0,-4.156,1.0,0.0448,0.022,0.03046073657362849,0.0653,0.709,116.03,4.0
Goodbye My Lover,0.432,0.261,4.0,-12.591,1.0,0.0512,0.953,0.00342,0.0903,0.273,89.567,4.0
Sexy Love,0.693,0.516,8.0,-6.446,1.0,0.0413,0.297,0.000127,0.0604,0.494,94.02,4.0
What Hurts The Most,0.537,0.674,5.0,-5.134,1.0,0.0277,0.0088,0.03046073657362849,0.265,0.33,136.002,4.0
Rock This Party - Everybody Dance Now,0.893,0.823,5.0,-3.708,1.0,0.122,0.0714,0.03046073657362849,0.0509,0.902,128.009,4.0
Ridin',0.787,0.799,8.0,-4.68,1.0,0.0993,0.189,0.03046073657362849,0.3,0.835,143.052,4.0
Pump It,0.649,0.931,1.0,-3.15,1.0,0.181,0.0093,0.03046073657362849,0.751,0.744,153.645,4.0
Call Me When You're Sober,0.45,0.883,7.0,-4.094,1.0,0.0524,0.00193,0.03046073657362849,0.293,0.328,93.41,4.0
"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",0.833,0.628,2.0,-7.041,1.0,0.141,0.0949,1.6e-06,0.282,0.645,106.328,4.0
Snap Yo Fingers,0.835,0.757,8.0,-5.029,1.0,0.23,0.00647,0.03046073657362849,0.29,0.626,82.038,4.0
Last Request,0.605,0.704,5.0,-6.564,1.0,0.0476,0.241,0.03046073657362849,0.137,0.4,80.925,4.0
Be Without You - Kendu Mix,0.726,0.7,2.0,-5.881,1.0,0.0998,0.0717,0.03046073657362849,0.262,0.673,146.559,4.0
I'm N Luv (Wit a Stripper) (feat. Mike Jones),0.739,0.368,8.0,-10.233,1.0,0.0845,0.00542,0.03046073657362849,0.171,0.467,144.992,4.0
It's Goin' Down (feat. Nitti),0.888,0.577,1.0,-7.702,1.0,0.0612,0.0986,0.03046073657362849,0.131,0.609,84.003,4.0
Love Generation - Radio Edit,0.723,0.872,1.0,-3.617,1.0,0.0586,0.192,0.000154,0.0814,0.544,128.038,4.0
Gimme That,0.678,0.572,11.0,-7.033,1.0,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,4.0
Deja Vu (feat. Jay-Z),0.644,0.746,7.0,-4.941,1.0,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,4.0
Dirty Little Secret,0.469,0.955,10.0,-4.253,1.0,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,4.0
One,0.344,0.874,5.930596285434995,-3.161,1.0,0.0777,0.0841,0.03046073657362849,0.129,0.269,185.888,4.0
Black Horse And The Cherry Tree,0.748,0.786,4.0,-7.788,1.0,0.0641,0.328,0.03046073657362849,0.34,0.917,104.833,4.0
Buttons,0.57,0.821,2.0,-4.38,1.0,0.267,0.178,0.03046073657362849,0.289,0.408,210.857,4.0
London Bridge,0.77,0.609,1.0,-5.894,1.0,0.345,0.214,0.03046073657362849,0.166,0.631,90.952,4.0
Do It To It,0.826,0.67,2.0,-5.559,1.0,0.169,0.00798,0.03046073657362849,0.495,0.794,74.007,4.0
What You Know,0.551,0.81,11.0,-4.365,1.0,0.0344,0.0155,0.03046073657362849,0.169,0.332,73.464,4.0
My My My,0.652,0.733,7.0,-8.207,1.0,0.246,0.00672,0.00867,0.0392,0.744,127.533,4.0
Ain't No Other Man,0.862,0.742,7.0,-4.722,1.0,0.222,0.00376,0.00855,0.103,0.511,127.91,4.0
Tears Dry On Their Own,0.643,0.871,1.0,-2.734,1.0,0.118,0.491,0.03046073657362849,0.29,0.452,121.569,4.0
Naive,0.547,0.816,8.0,-6.165,1.0,0.0624,0.0688,0.03046073657362849,0.127,0.722,102.765,4.0
When I'm Gone,0.608,0.745,10.0,-5.496,1.0,0.365,0.0551,0.03046073657362849,0.27,0.725,150.068,4.0
Smile,0.632,0.639,5.0,-5.938,1.0,0.0259,0.00143,0.03046073657362849,0.221,0.733,95.506,4.0
Chelsea Dagger,0.512,0.817,7.0,-3.154,1.0,0.142,0.0505,0.03046073657362849,0.0775,0.552,154.607,4.0
Pullin' Me Back,0.786,0.511,7.0,-6.66,1.0,0.286,0.0825,0.03046073657362849,0.12,0.587,80.0,4.0
Stickwitu,0.655,0.54,9.0,-6.482,1.0,0.0516,0.268,0.03046073657362849,0.068,0.43,79.983,4.0
U and Dat (feat. T. Pain & Kandi Girl),0.858,0.484,6.0,-7.448,1.0,0.277,0.0241,1.8e-06,0.123,0.329,99.992,4.0
Ms. New Booty,0.64,0.62,1.0,-5.931,1.0,0.416,0.016,0.03046073657362849,0.0831,0.609,129.37,5.0
Get Up (feat. Chamillionaire),0.964,0.595,1.0,-6.887,1.0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,4.0
Sorry,0.589,0.877,5.930596285434995,-6.229,1.0,0.046,0.00121,0.013,0.169,0.443,132.971,4.0
Move Along,0.526,0.92,3.0,-3.866,1.0,0.0472,0.000124,0.03046073657362849,0.371,0.615,109.86,4.0
"Lean Wit It, Rock Wit It",0.886,0.62,5.0,-5.854,1.0,0.307,0.082,0.03046073657362849,0.1,0.6,76.035,4.0
Is It Any Wonder?,0.489,0.955,11.0,-2.771,1.0,0.0363,3.82e-05,0.000178,0.334,0.816,129.352,4.0
Money Maker,0.551,0.598,1.0,-6.79,1.0,0.27,0.15,0.03046073657362849,0.299,0.612,78.756,4.0
I Wish I Was a Punk Rocker (with Flowers in My Hair),0.7,0.465,4.0,-6.815,1.0,0.358,0.544,0.03046073657362849,0.606,0.719,108.102,4.0
Check On It (feat. Bun B & Slim Thug),0.705,0.796,7.0,-6.845,1.0,0.267,0.0708,0.03046073657362849,0.388,0.864,166.042,4.0
Touch It,0.658,0.551,1.0,-6.62,1.0,0.37,0.0043,0.000108,0.197,0.442,138.335,5.0
Stupid Girls,0.683,0.886,4.0,-5.045,1.0,0.071,0.000738,0.00188,0.0524,0.566,100.04,4.0
Where'd You Go (feat. Holly Brook & Jonah Matranga),0.684,0.819,1.0,-3.309,1.0,0.238,0.262,0.00197,0.113,0.25,179.999,4.0
From Paris to Berlin,0.741,0.869,9.0,-6.534,1.0,0.0816,0.096,0.03046073657362849,0.0396,0.839,126.069,4.0
I Don't Feel Like Dancin',0.71,0.917,7.0,-3.385,1.0,0.0287,0.018,0.03046073657362849,0.335,0.83,108.031,4.0
No Promises,0.496,0.507,4.0,-6.073,1.0,0.0263,0.539,0.03046073657362849,0.115,0.203,79.808,4.0
She Moves In Her Own Way,0.431,0.81,7.0,-5.379,1.0,0.066,0.276,0.03046073657362849,0.0906,0.795,76.412,4.0
It Ends Tonight,0.454,0.631,5.930596285434995,-4.733,1.0,0.0268,0.00233,0.03046073657362849,0.177,0.313,87.888,4.0
Chain Hang Low,0.792,0.589,4.0,-6.869,1.0,0.262,0.0259,0.000128,0.114,0.778,157.147,4.0
"Steady, As She Goes",0.525,0.578,9.0,-4.563,1.0,0.12,0.0132,0.00916,0.108,0.537,123.696,4.0
A Moment Like This,0.261,0.562,8.0,-3.667,1.0,0.0301,0.423,7.54e-06,0.131,0.167,70.543,4.0
Grillz,0.867,0.504,4.0,-7.737,1.0,0.241,0.0358,0.03046073657362849,0.307,0.84,82.996,4.0
The Rose,0.28,0.2,9.0,-9.66,1.0,0.0294,0.79,0.03046073657362849,0.081,0.178,129.61,3.0
Come to Me (feat. Nicole Scherzinger),0.819,0.485,6.0,-6.45,1.0,0.0756,0.0176,0.03046073657362849,0.658,0.386,96.998,4.0
You Give Me Something,0.559,0.671,7.0,-7.109,1.0,0.1,0.21,0.03046073657362849,0.0869,0.577,79.493,4.0
Fill My Little World,0.462,0.783,7.0,-7.814,1.0,0.0309,0.0333,0.03046073657362849,0.348,0.68,175.964,4.0
Beep,0.935,0.745,7.0,-6.391,1.0,0.0431,0.00914,0.03046073657362849,0.116,0.518,103.691,4.0
Bossy Featuring Too $hort (feat. Too $hort),0.906,0.624,4.0,-5.556,1.0,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,4.0
What's Left Of Me,0.421,0.728,7.0,-5.644,1.0,0.035,0.136,0.03046073657362849,0.136,0.311,150.12,4.0
You're All I Have,0.467,0.921,2.0,-4.554,1.0,0.045,5.48e-05,0.0566,0.176,0.501,132.013,4.0
America,0.44,0.567,2.0,-4.94,1.0,0.03,0.299,5.07e-06,0.286,0.194,90.492,4.0
Control Myself,0.825,0.876,10.0,-6.556,1.0,0.211,0.00928,1.2e-05,0.205,0.48,120.066,4.0
Patience,0.309,0.783,10.0,-4.154,1.0,0.0405,0.142,1.11e-06,0.118,0.372,175.788,4.0
Bleeding Love,0.638,0.656,5.0,-5.886,1.0,0.0357,0.188,0.03046073657362849,0.146,0.225,104.036,4.0
Umbrella,0.583,0.829,1.0,-4.603,1.0,0.134,0.00864,0.03046073657362849,0.0426,0.575,174.028,4.0
Smack That,0.939,0.742,5.0,-5.171,1.0,0.0467,0.321,0.03046073657362849,0.107,0.924,118.978,4.0
Big Girls Don't Cry (Personal),0.707,0.642,7.0,-4.271,1.0,0.0337,0.204,0.03046073657362849,0.0925,0.249,113.083,4.0
Valerie (feat. Amy Winehouse) - Version Revisited,0.699,0.83,1.0,-4.898,1.0,0.0633,0.00243,0.00024,0.0995,0.889,105.809,4.0
Hey There Delilah,0.656,0.291,2.0,-10.572,1.0,0.0293,0.872,0.03046073657362849,0.114,0.298,103.971,4.0
What Goes Around.../...Comes Around (Interlude),0.687,0.723,7.0,-4.751,1.0,0.0709,0.122,0.00102,0.573,0.432,76.0,4.0
The Sweet Escape,0.756,0.77,1.0,-3.502,1.0,0.0343,0.191,0.03046073657362849,0.178,0.73,119.961,4.0
Stronger,0.617,0.717,10.0,-7.858,1.0,0.153,0.00564,0.03046073657362849,0.408,0.49,103.992,4.0
The Way I Are,0.731,0.807,3.0,-6.492,1.0,0.1,0.181,0.751,0.319,0.765,114.759,4.0
Chasing Cars,0.56,0.595,9.0,-4.53,1.0,0.0274,0.199,6.47e-05,0.132,0.144,104.011,4.0
What I've Done,0.623,0.93,5.0,-5.285,1.0,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4.0
Say It Right,0.872,0.872,1.0,-6.328,1.0,0.139,0.0476,0.00112,0.0543,0.809,116.948,4.0
Gimme More,0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,4.0
Before He Cheats,0.519,0.749,6.0,-3.318,1.0,0.0405,0.271,0.03046073657362849,0.119,0.29,147.905,4.0
How to Save a Life,0.64,0.743,10.0,-4.08,1.0,0.0379,0.269,0.03046073657362849,0.101,0.361,122.035,4.0
Back To Black,0.403,0.422,7.0,-13.964,1.0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,4.0
Can't Tell Me Nothing,0.596,0.62,5.0,-6.133,1.0,0.039,0.0122,0.03046073657362849,0.82,0.102,80.029,4.0
The Pretender,0.433,0.959,9.0,-4.04,1.0,0.0431,0.000917,0.03046073657362849,0.028,0.365,172.984,4.0
Thnks fr th Mmrs,0.459,0.891,10.0,-5.057,1.0,0.0623,0.00511,0.03046073657362849,0.106,0.588,154.837,4.0
Snow (Hey Oh),0.427,0.9,11.0,-3.674,1.0,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4.0
Bleed It Out,0.529,0.967,1.0,-3.647,1.0,0.0508,0.114,0.03046073657362849,0.61,0.596,140.127,4.0
Give It To Me,0.975,0.711,8.0,-3.904,1.0,0.0632,0.168,0.000552,0.0799,0.815,110.621,4.0
Face Down,0.545,0.932,7.0,-2.189,1.0,0.0399,0.000665,0.03046073657362849,0.127,0.464,92.956,4.0
"Dear Maria, Count Me In",0.459,0.895,2.0,-3.126,1.0,0.0805,0.00725,0.03046073657362849,0.206,0.572,181.04,4.0
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),0.693,0.549,1.0,-8.141,1.0,0.119,0.0109,0.03046073657362849,0.0677,0.605,80.028,4.0
Misery Business,0.517,0.906,1.0,-3.677,1.0,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,4.0
Crank That (Soulja Boy),0.736,0.74,5.930596285434995,-2.18,1.0,0.0786,0.515,0.03046073657362849,0.0468,0.803,140.141,4.0
Destination Calabria - Radio Edit,0.627,0.954,2.0,-4.804,1.0,0.0425,0.0015,0.000814,0.292,0.312,128.016,4.0
Girlfriend,0.56,0.959,7.0,-2.433,1.0,0.102,0.000722,0.000221,0.209,0.669,163.983,4.0
Fake It,0.611,0.95,8.0,-3.509,1.0,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,4.0
Paralyzer,0.644,0.939,11.0,-3.486,1.0,0.0456,0.157,0.03046073657362849,0.233,0.861,106.031,4.0
Because Of You,0.81,0.538,5.930596285434995,-5.784,1.0,0.0356,0.528,0.03046073657362849,0.0951,0.828,109.97,4.0
My Love (feat. T.I.),0.771,0.68,11.0,-5.881,1.0,0.224,0.277,1.18e-05,0.682,0.808,119.952,4.0
Don't Matter,0.798,0.443,2.0,-6.062,1.0,0.0403,0.244,0.03046073657362849,0.326,0.354,125.232,4.0
Beautiful Liar,0.764,0.751,8.0,-3.74,1.0,0.0703,0.00554,0.000237,0.164,0.418,91.977,4.0
Rehab,0.407,0.558,5.930596285434995,-13.609,1.0,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,4.0
Bartender (feat. Akon),0.832,0.391,8.0,-8.504,1.0,0.0628,0.0564,0.03046073657362849,0.224,0.436,104.961,4.0
You,0.412,0.876,5.0,-6.008,1.0,0.47,0.102,0.03046073657362849,0.297,0.703,130.159,5.0
Kiss Kiss (feat. T-Pain),0.729,0.658,10.0,-3.386,1.0,0.225,0.0506,0.03046073657362849,0.0693,0.551,140.043,3.0
Glamorous,0.81,0.755,5.930596285434995,-6.408,1.0,0.199,0.291,0.03046073657362849,0.0857,0.625,130.991,4.0
"This Ain't A Scene, It's An Arms Race",0.435,0.887,9.0,-4.07,1.0,0.0636,0.000747,0.03046073657362849,0.0327,0.408,199.935,4.0
I Wanna Love You,0.866,0.454,5.930596285434995,-9.383,1.0,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,4.0
Hate That I Love You,0.637,0.73,5.0,-5.38,1.0,0.0874,0.323,0.03046073657362849,0.0981,0.732,93.867,4.0
Everything,0.686,0.688,6.0,-4.981,1.0,0.0254,0.39,1.03e-06,0.0924,0.493,123.125,4.0
1973,0.72,0.668,9.0,-7.928,1.0,0.0269,0.0652,0.00664,0.0789,0.768,123.007,4.0
Rockstar,0.616,0.91,5.930596285434995,-3.004,1.0,0.0386,0.0459,0.03046073657362849,0.343,0.693,144.072,4.0
Cry for You,0.767,0.881,9.0,-3.988,1.0,0.0301,0.00133,0.000139,0.0551,0.961,130.018,4.0
Summer Love,0.606,0.591,5.930596285434995,-7.228,1.0,0.087,0.0756,0.03046073657362849,0.328,0.477,95.802,4.0
Fergalicious,0.906,0.583,8.0,-7.721,1.0,0.317,0.0569,0.03046073657362849,0.126,0.829,129.056,4.0
When You're Gone,0.457,0.719,4.0,-3.921,1.0,0.0323,0.191,0.03046073657362849,0.228,0.168,142.034,4.0
Bubbly,0.697,0.474,9.0,-6.663,1.0,0.0351,0.603,0.03046073657362849,0.11,0.249,127.904,4.0
Let Me Think About It,0.762,0.754,5.930596285434995,-3.425,1.0,0.046,0.00022,0.0665,0.146,0.715,129.026,4.0
Shut Up And Drive,0.735,0.826,1.0,-4.902,1.0,0.0349,0.00101,0.129,0.197,0.74,132.964,4.0
New Shoes,0.748,0.735,8.0,-8.692,1.0,0.0903,0.47,1.09e-05,0.0851,0.854,150.04,4.0
U + Ur Hand,0.709,0.891,5.930596285434995,-3.688,1.0,0.0528,0.00144,0.03046073657362849,0.034,0.886,141.04,4.0
Candyman,0.686,0.789,8.0,-4.713,1.0,0.23,0.0125,0.0147,0.142,0.72,172.976,4.0
Let It Go,0.806,0.721,10.0,-5.167,1.0,0.215,0.197,0.03046073657362849,0.209,0.781,94.967,4.0
Golden Skans,0.463,0.836,2.0,-2.776,1.0,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,4.0
Like a Boy,0.701,0.724,5.930596285434995,-5.751,1.0,0.145,0.267,0.03046073657362849,0.0867,0.425,132.035,4.0
Bed,0.684,0.606,5.0,-7.268,1.0,0.0504,0.17,0.03046073657362849,0.058,0.723,127.901,4.0
She's So Lovely,0.496,0.857,5.930596285434995,-3.313,1.0,0.0649,0.0622,0.03046073657362849,0.0495,0.619,167.144,4.0
Lost Without U,0.664,0.351,5.930596285434995,-12.136,1.0,0.118,0.226,2.38e-06,0.106,0.816,113.204,5.0
Keep Holding On,0.162,0.786,7.0,-2.353,1.0,0.038,0.0374,0.03046073657362849,0.143,0.138,161.192,3.0
Tears Dry On Their Own,0.643,0.871,1.0,-2.734,1.0,0.118,0.491,0.03046073657362849,0.29,0.452,121.569,4.0
Shawty (feat. T Pain),0.444,0.708,4.0,-5.926,1.0,0.126,0.0419,0.03046073657362849,0.0775,0.26,105.412,5.0
The Great Escape,0.423,0.94,1.0,-4.012,1.0,0.0635,0.00166,0.03046073657362849,0.178,0.505,149.934,4.0
Promise,0.697,0.629,9.0,-5.757,1.0,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,4.0
Make It Rain,0.744,0.697,11.0,-5.063,1.0,0.197,0.0106,0.03046073657362849,0.0842,0.767,149.28,4.0
Brianstorm,0.421,0.98,1.0,-4.229,1.0,0.212,8.39e-05,0.00125,0.237,0.435,165.193,4.0
Grace Kelly,0.671,0.82,5.930596285434995,-5.796,1.0,0.048,0.0194,0.0133,0.361,0.685,122.361,4.0
Ruby,0.451,0.939,5.0,-2.82,1.0,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,4.0
Shortie Like Mine (feat. Chris Brown & JohntÃ¡ Austin),0.758,0.642,7.0,-8.128,1.0,0.221,0.0745,0.03046073657362849,0.191,0.701,142.078,4.0
I Tried,0.727,0.71,4.0,-6.142,1.0,0.0742,0.0104,0.03046073657362849,0.107,0.378,81.995,4.0
On the Hotline - Amended Version,0.704,0.854,10.0,-5.477,1.0,0.183,0.0185,0.03046073657362849,0.148,0.688,92.988,4.0
Wait for You,0.764,0.487,5.930596285434995,-6.734,1.0,0.0281,0.25,0.03046073657362849,0.184,0.352,116.027,4.0
Ice Box,0.775,0.731,8.0,-5.446,1.0,0.134,0.189,0.03046073657362849,0.129,0.821,131.105,4.0
This Is Why I'm Hot,0.621,0.6,8.0,-6.349,1.0,0.576,0.277,0.03046073657362849,0.495,0.485,80.021,4.0
Heartbroken - Edit,0.716,0.757,11.0,-5.438,1.0,0.0329,0.0258,0.00392,0.16,0.877,139.986,4.0
The Way I Live,0.88,0.438,5.930596285434995,-7.562,1.0,0.248,0.0147,0.03046073657362849,0.0907,0.714,90.02,4.0
